
Prog.:RMV8I REV. 11.02.00.14          Date :11/02/2023    11:45  Page :      1
Auth.: ** BENTLEY Systems Sunrise **


DIEN BIEN PHU BRIDGE
FCM 45+70+70+45M


                      LOADCASE: 1602 - Internally created

                    Units :	 Length(m),Force(kN),Moment(kNm)
                              Element group : BEAM

    RESULTS   : NODE DISPLACEMENT - GLOBAL [ FACTOR:   1000.000 ]

       No        VX        VY        VZ     PHI-X     PHI-Y     PHI-Z
       49   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       50   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       51   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       52   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       53   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       54   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       55   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       56   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       57   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       58   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       59   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       60   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       61   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       62   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       63   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       64   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       65   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       66   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       67   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       68   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       69   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       70   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       71   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       72   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       73   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       74   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       75   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       76   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       77   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       78   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       79   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       80   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       81   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       82   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       83   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       84   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       85   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       86   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       87   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       92   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       93   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       94   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       95   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       96   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       97   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       98   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
       99   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      100   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      101   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      112   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      113   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      114   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      115   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      116   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      117   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      118   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      119   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      120   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      121   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      132   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      133   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      134   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      135   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      136   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      137   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      138   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      139   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      140   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      141   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      152   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      153   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      154   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      155   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      156   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      157   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      158   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      159   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      160   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      161   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      172   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      173   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      174   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      175   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      176   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      177   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      178   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      179   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      180   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      181   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      192   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      193   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      194   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      195   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      196   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      197   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      198   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      199   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      200   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      201   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
      211   0.00000  -7.67104   0.00000   0.00000   0.00000   0.00000
      212   0.00000  -7.66242   0.00000   0.00000   0.00000   0.00000
      213   0.00000  -7.61855   0.00000   0.00000   0.00000   0.00000
      214   0.00000  -7.54969   0.00000   0.00000   0.00000   0.00000
      215   0.00000  -7.47484   0.00000   0.00000   0.00000   0.00000
      216   0.00000  -7.39399   0.00000   0.00000   0.00000   0.00000
      217   0.00000  -7.31535   0.00000   0.00000   0.00000   0.00000
      218   0.00000  -7.30452   0.00000   0.00000   0.00000   0.00000
      219   0.00000  -7.28884   0.00000   0.00000   0.00000   0.00000
      231   0.00000  -7.26329   0.00000   0.00000   0.00000   0.00000
      232   0.00000  -7.25566   0.00000   0.00000   0.00000   0.00000
      233   0.00000  -7.21767   0.00000   0.00000   0.00000   0.00000
      234   0.00000  -7.15911   0.00000   0.00000   0.00000   0.00000
      235   0.00000  -7.09456   0.00000   0.00000   0.00000   0.00000
      236   0.00000  -7.02402   0.00000   0.00000   0.00000   0.00000
      237   0.00000  -6.94944   0.00000   0.00000   0.00000   0.00000
      238   0.00000  -6.93908   0.00000   0.00000   0.00000   0.00000
      239   0.00000  -6.92389   0.00000   0.00000   0.00000   0.00000
      251   0.00000  -7.05805   0.00000   0.00000   0.00000   0.00000
      252   0.00000  -7.05042   0.00000   0.00000   0.00000   0.00000
      253   0.00000  -7.01243   0.00000   0.00000   0.00000   0.00000
      254   0.00000  -6.95387   0.00000   0.00000   0.00000   0.00000
      255   0.00000  -6.88932   0.00000   0.00000   0.00000   0.00000
      256   0.00000  -6.81878   0.00000   0.00000   0.00000   0.00000
      257   0.00000  -6.72368   0.00000   0.00000   0.00000   0.00000
      258   0.00000  -6.71325   0.00000   0.00000   0.00000   0.00000
      259   0.00000  -6.69798   0.00000   0.00000   0.00000   0.00000
      271   0.00000  -7.75536   0.00000   0.00000   0.00000   0.00000
      272   0.00000  -7.75196   0.00000   0.00000   0.00000   0.00000
      273   0.00000  -7.74990   0.00000   0.00000   0.00000   0.00000
      274   0.00000  -7.74769   0.00000   0.00000   0.00000   0.00000
      275   0.00000  -7.74333   0.00000   0.00000   0.00000   0.00000
      276   0.00000  -7.73559   0.00000   0.00000   0.00000   0.00000
      277   0.00000  -7.71375   0.00000   0.00000   0.00000   0.00000
      278   0.00000  -7.63755   0.00000   0.00000   0.00000   0.00000
      279   0.00000  -7.55479   0.00000   0.00000   0.00000   0.00000
      280   0.00000  -7.46550   0.00000   0.00000   0.00000   0.00000
      281   0.00000  -7.35391   0.00000   0.00000   0.00000   0.00000
      282   0.00000  -7.34201   0.00000   0.00000   0.00000   0.00000
      283   0.00000  -7.32525   0.00000   0.00000   0.00000   0.00000
      291   1.40374  -6.30610  -0.38273   0.01646   0.00000   0.01336
      292   1.39299  -6.30563  -0.36947   0.01646   0.00000   0.01336
      293   1.38691  -6.30212  -0.36206   0.01646   0.00000   0.01364
      294   1.37924  -6.29725  -0.35293   0.01646   0.00000   0.01402
      295   1.37546  -6.29458  -0.34852   0.01646   0.00000   0.01424
      296   1.37243  -6.29219  -0.34504   0.01646   0.00000   0.01446
      297   1.36934  -6.28926  -0.34157   0.01646   0.00000   0.01485
123456789100.00000110.00000120.00000130.00000140.00000150.00000160.00000170.01571180.01222190.01179200.0053221-0.0008122-0.0004423-0.00368240.00000250.00000260.00000270.00000280.00000290.00000300.00000310.00000320.00000330.00000340.00000350.00000360.00000370.00000380.00000390.00000400.00000410.00000420.00000430.00000440.00000450.00000460.00000470.00000480.00000490.00000500.00000510.00000520.00000530.00000540.00000550.00000560.00000570.00000580.00000590.00000600.00000610.00000620.00000630.00000640.00000650.00000660.00000670.00000680.00000690.00000700.00000710.00000123456789100.00000110.00000120.00000130.00000140.00000150.00000160.00000170.01571180.01222190.01179200.0053221-0.0008122-0.0004423-0.00368240.00000250.00000260.00000270.00000280.00000290.00000300.00000310.00000320.00000330.00000340.00000350.00000360.00000370.00000380.00000390.00000400.00000410.00000420.00000430.00000440.00000450.00000460.00000470.00000480.00000490.00000500.00000510.00000520.00000530.00000540.00000550.00000560.00000570.00000580.00000590.00000600.00000610.00000620.00000630.00000640.00000650.00000660.00000670.00000680.00000690.00000700.00000710.00000123456789100.00000110.00000120.00000130.00000140.00000150.00000160.00000170.01571180.01222190.01179200.0053221-0.0008122-0.0004423-0.00368240.00000250.00000260.00000270.00000280.00000290.00000300.00000310.00000320.00000330.00000340.00000350.00000360.00000370.00000380.00000390.00000400.00000410.00000420.00000430.00000440.00000450.00000460.00000470.00000480.00000490.00000500.00000510.00000520.00000530.00000540.00000550.00000560.00000570.00000580.00000590.00000600.00000610.00000620.00000630.00000640.00000650.00000660.00000670.00000680.00000690.00000700.00000710.0000010.000000.000000.000000.000000.000000.0000020.000000.000000.000000.000000.000000.0000030.000000.000000.000000.000000.000000.0000040.000000.000000.000000.000000.000000.0000050.000000.000000.000000.000000.000000.0000060.000000.000000.000000.000000.000000.0000070.000000.000000.000000.000000.000000.0000080.000000.000000.000000.000000.000000.0000090.000000.000000.000000.000000.000000.00000100.000000.000000.000000.000000.000000.00000110.000000.000000.000000.000000.000000.00000120.000000.000000.000000.000000.000000.00000130.000000.000000.000000.000000.000000.00000140.000000.000000.000000.000000.000000.00000150.000000.000000.000000.000000.000000.00000160.000000.000000.000000.000000.000000.00000170.01571-0.563680.000000.000000.00000-0.01088180.01222-0.546230.000000.000000.00000-0.01144190.01179-1.092080.000000.000000.00000-0.00640200.00532-1.066390.000000.000000.000000.0007121-0.00081-1.093700.000000.000000.000000.0078422-0.00044-0.552310.000000.000000.000000.0127823-0.00368-0.571470.000000.000000.000000.01215240.000000.000000.000000.000000.000000.00000250.000000.000000.000000.000000.000000.00000260.000000.000000.000000.000000.000000.00000270.000000.000000.000000.000000.000000.00000280.000000.000000.000000.000000.000000.00000290.000000.000000.000000.000000.000000.00000300.000000.000000.000000.000000.000000.00000310.000000.000000.000000.000000.000000.00000320.000000.000000.000000.000000.000000.00000330.000000.000000.000000.000000.000000.00000340.000000.000000.000000.000000.000000.00000350.000000.000000.000000.000000.000000.00000360.000000.000000.000000.000000.000000.00000370.000000.000000.000000.000000.000000.00000380.000000.000000.000000.000000.000000.00000390.000000.000000.000000.000000.000000.00000400.000000.000000.000000.000000.000000.00000410.000000.000000.000000.000000.000000.00000420.000000.000000.000000.000000.000000.00000430.000000.000000.000000.000000.000000.00000440.000000.000000.000000.000000.000000.00000450.000000.000000.000000.000000.000000.00000460.000000.000000.000000.000000.000000.00000470.000000.000000.000000.000000.000000.00000480.000000.000000.000000.000000.000000.00000490.000000.000000.000000.000000.000000.00000500.000000.000000.000000.000000.000000.00000510.000000.000000.000000.000000.000000.00000520.000000.000000.000000.000000.000000.00000530.000000.000000.000000.000000.000000.00000540.000000.000000.000000.000000.000000.00000550.000000.000000.000000.000000.000000.00000560.000000.000000.000000.000000.000000.00000570.000000.000000.000000.000000.000000.00000580.000000.000000.000000.000000.000000.00000590.000000.000000.000000.000000.000000.00000600.000000.000000.000000.000000.000000.00000610.000000.000000.000000.000000.000000.00000620.000000.000000.000000.000000.000000.00000630.000000.000000.000000.000000.000000.00000640.000000.000000.000000.000000.000000.00000650.000000.000000.000000.000000.000000.00000660.000000.000000.000000.000000.000000.00000670.000000.000000.000000.000000.000000.00000680.000000.000000.000000.000000.000000.00000690.000000.000000.000000.000000.000000.00000700.000000.000000.000000.000000.000000.00000710.000000.000000.000000.000000.000000.0000010.000000.000000.000000.000000.000000.0000020.000000.000000.000000.000000.000000.0000030.000000.000000.000000.000000.000000.0000040.000000.000000.000000.000000.000000.0000050.000000.000000.000000.000000.000000.0000060.000000.000000.000000.000000.000000.0000070.000000.000000.000000.000000.000000.0000080.000000.000000.000000.000000.000000.0000090.000000.000000.000000.000000.000000.00000100.000000.000000.000000.000000.000000.00000110.000000.000000.000000.000000.000000.00000120.000000.000000.000000.000000.000000.00000130.000000.000000.000000.000000.000000.00000140.000000.000000.000000.000000.000000.00000150.000000.000000.000000.000000.000000.00000160.000000.000000.000000.000000.000000.00000170.01571-0.563680.000000.000000.00000-0.01088180.01222-0.546230.000000.000000.00000-0.01144190.01179-1.092080.000000.000000.00000-0.00640200.00532-1.066390.000000.000000.000000.0007121-0.00081-1.093700.000000.000000.000000.0078422-0.00044-0.552310.000000.000000.000000.0127823-0.00368-0.571470.000000.000000.000000.01215240.000000.000000.000000.000000.000000.00000250.000000.000000.000000.000000.000000.00000260.000000.000000.000000.000000.000000.00000270.000000.000000.000000.000000.000000.00000280.000000.000000.000000.000000.000000.00000290.000000.000000.000000.000000.000000.00000300.000000.000000.000000.000000.000000.00000310.000000.000000.000000.000000.000000.00000320.000000.000000.000000.000000.000000.00000330.000000.000000.000000.000000.000000.00000340.000000.000000.000000.000000.000000.00000350.000000.000000.000000.000000.000000.00000360.000000.000000.000000.000000.000000.00000370.000000.000000.000000.000000.000000.00000380.000000.000000.000000.000000.000000.00000390.000000.000000.000000.000000.000000.00000400.000000.000000.000000.000000.000000.00000410.000000.000000.000000.000000.000000.00000420.000000.000000.000000.000000.000000.00000430.000000.000000.000000.000000.000000.00000440.000000.000000.000000.000000.000000.00000450.000000.000000.000000.000000.000000.00000460.000000.000000.000000.000000.000000.00000470.000000.000000.000000.000000.000000.00000480.000000.000000.000000.000000.000000.00000490.000000.000000.000000.000000.000000.00000500.000000.000000.000000.000000.000000.00000510.000000.000000.000000.000000.000000.00000520.000000.000000.000000.000000.000000.00000530.000000.000000.000000.000000.000000.00000540.000000.000000.000000.000000.000000.00000550.000000.000000.000000.000000.000000.00000560.000000.000000.000000.000000.000000.00000570.000000.000000.000000.000000.000000.00000580.000000.000000.000000.000000.000000.00000590.000000.000000.000000.000000.000000.00000600.000000.000000.000000.000000.000000.00000610.000000.000000.000000.000000.000000.00000620.000000.000000.000000.000000.000000.00000630.000000.000000.000000.000000.000000.00000640.000000.000000.000000.000000.000000.00000650.000000.000000.000000.000000.000000.00000660.000000.000000.000000.000000.000000.00000670.000000.000000.000000.000000.000000.00000680.000000.000000.000000.000000.000000.00000690.000000.000000.000000.000000.000000.00000700.000000.000000.000000.000000.000000.00000710.000000.000000.000000.000000.000000.00000
